0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
294.0,0.00019663357,0.86160064,0.42943427,0.0,0.09,0.505,0.4,0.005,0.0,0.00023435669,0.00020596631,0.0001969495,0.00020287553,0.00019536135,0.00019257504
37.0,6.384435e-05,0.18468468,0.39843094,0.0,0.015,0.48,0.49,0.015,0.0,0.00023435669,9.773022e-05,3.3238906e-05,3.0524105e-05,2.0540025e-05,2.0659243e-05
325.0,0.00022665065,0.62070274,0.4970869,0.0,0.095,0.78,0.12,0.005,0.0,0.00023435669,0.00028695184,0.00032360514,0.00024691413,0.00023422248,0.00019968742
138.0,9.082642e-05,0.6612716,0.48040542,0.0,0.025,0.875,0.1,0.0,0.0,0.00023435669,4.514492e-05,9.3140276e-05,6.393639e-05,6.8190595e-05,6.448089e-05
26.0,8.003794e-05,0.8738462,0.41253263,0.0,0.0,0.6,0.39,0.01,0.0,0.00023435669,0.00010869316,0.00010315133,6.0070823e-05,5.2240954e-05,3.3839362e-05
295.0,0.00015086067,0.6350744,0.48214287,0.0,0.095,0.75,0.155,0.0,0.0,0.00023435669,0.00010559041,0.00014432418,0.0001468588,0.00014243509,0.00014245049
907.0,0.0004363228,0.3141351,0.53721195,0.0,0.245,0.68,0.075,0.0,0.0,0.00023435669,0.0004441759,0.00050622615,0.00049367984,0.0004884763,0.00047952932
135.0,0.00010158624,0.4307352,0.447874,0.0,0.035,0.715,0.245,0.005,0.0,0.00023435669,0.0001580619,6.2122395e-05,7.6387856e-05,6.0529375e-05,6.554555e-05
21.0,4.3709555e-05,0.32380953,0.42887303,0.0,0.02,0.61,0.37,0.0,0.0,0.00023435669,7.3593906e-06,1.4198826e-05,9.726061e-06,1.0452232e-05,9.780327e-06
409.0,0.00020819862,0.47997266,0.5010571,0.0,0.115,0.785,0.1,0.0,0.0,0.00023435669,0.00016928896,0.0002442834,0.00021384706,0.00021518843,0.00020581913
407.0,0.00020669715,0.4841142,0.49947312,0.0,0.095,0.8,0.105,0.0,0.0,0.00023435669,0.00016897214,0.00023586753,0.00021298336,0.00021362651,0.00020505144
158.0,0.00019128154,0.28855923,0.46465528,0.005,0.04,0.765,0.19,0.0,0.0,0.00023435669,0.000732284,9.377986e-05,0.00014650352,7.502741e-05,8.169274e-05
655.0,0.00029154457,0.4539907,0.51416177,0.0,0.135,0.765,0.1,0.0,0.0,0.00023435669,0.0002898552,0.00030001238,0.00030859825,0.00030265562,0.00030480803
476.0,0.00028301866,0.45622292,0.49130484,0.0,0.135,0.695,0.165,0.005,0.0,0.00023435669,0.00034673826,0.00030800703,0.00030809568,0.00029385532,0.00028652075
662.0,0.00035448134,0.34692925,0.52266604,0.0,0.17,0.77,0.055,0.005,0.0,0.00023435669,0.00034493353,0.0004662562,0.00038253784,0.00040179925,0.00036947546
452.0,0.00026490376,0.4952024,0.4886598,0.0,0.125,0.7,0.17,0.005,0.0,0.00023435669,0.00027844118,0.0002960433,0.0002911749,0.0002802512,0.0002728442
544.0,0.00030809658,0.48983046,0.4991809,0.0,0.16,0.675,0.16,0.005,0.0,0.00023435669,0.0003259043,0.00035429723,0.00034541028,0.0003334463,0.00032422677
285.0,0.00019197381,0.86081046,0.43099615,0.0,0.095,0.53,0.37,0.005,0.0,0.00023435669,0.0002002875,0.00019124759,0.0001978224,0.00018943932,0.00018709728
561.0,0.00031136975,0.42895976,0.50312537,0.0,0.14,0.72,0.135,0.005,0.0,0.00023435669,0.00032306014,0.00036659278,0.00034428385,0.00033889394,0.00032669885
757.0,0.00031300972,0.6683476,0.5416455,0.0,0.145,0.84,0.015,0.0,0.0,0.00023435669,0.00022957964,0.00033102214,0.00033107738,0.0003451803,0.0003461179
984.0,0.00046067106,0.37036946,0.55489075,0.0,0.23,0.74,0.025,0.005,0.0,0.00023435669,0.00043177002,0.00054228154,0.0005170498,0.0005317429,0.00051341933
461.0,0.00024047768,0.4003961,0.49988282,0.0,0.1,0.8,0.1,0.0,0.0,0.00023435669,0.00027248327,0.00027563775,0.00025678743,0.0002394671,0.00023267907
544.0,0.0002211241,0.7324978,0.47959527,0.0,0.115,0.68,0.205,0.0,0.0,0.00023435669,0.00016245211,0.00019757485,0.00021104122,0.00022233868,0.00023086627
20.0,4.924903e-05,0.0,0.3565399,0.0,0.005,0.195,0.77,0.03,0.0,0.00023435669,4.0254115e-05,2.0998868e-05,1.6796488e-05,1.1313238e-05,1.0772274e-05
603.0,0.00028244543,0.41013095,0.5096774,0.0,0.175,0.72,0.105,0.0,0.0,0.00023435669,0.00031662415,0.00028278038,0.00030527715,0.00028407256,0.00028933788
538.0,0.00030964927,0.42121658,0.5120634,0.0,0.165,0.74,0.09,0.005,0.0,0.00023435669,0.00031653667,0.00040190842,0.00033169537,0.00034423298,0.00031494108
277.0,0.00020725597,0.81931144,0.430344,0.005,0.09,0.53,0.37,0.005,0.0,0.00023435669,0.0003538397,0.00018440606,0.00019035327,0.00018346857,0.0001807482
1497.0,0.00063307566,0.2941641,0.60076046,0.0,0.375,0.605,0.02,0.0,0.0,0.00023435669,0.00072200445,0.00069586164,0.0007097619,0.0007024689,0.0007025158
226.0,0.00013683819,0.81620455,0.4738947,0.0,0.075,0.715,0.205,0.005,0.0,0.00023435669,0.00010543217,0.00014244347,0.0001309549,0.00012731724,0.000121349876
8.0,3.9370654e-05,0.071428575,0.38676336,0.0,0.01,0.37,0.61,0.01,0.0,0.00023435669,3.7864893e-06,1.2622988e-05,3.912016e-06,4.344308e-06,3.7340133e-06
474.0,0.00027536906,0.4878012,0.4900632,0.0,0.14,0.675,0.18,0.005,0.0,0.00023435669,0.0002901564,0.00031265267,0.00030220608,0.00029334528,0.00028453415
542.0,0.0003076284,0.4824945,0.4991225,0.0,0.155,0.685,0.155,0.005,0.0,0.00023435669,0.00032713902,0.00034919663,0.000346578,0.00033230596,0.00032456146
10.0,4.1223455e-05,0.2888889,0.39448863,0.0,0.005,0.475,0.515,0.005,0.0,0.00023435669,7.943448e-06,1.537048e-05,7.388412e-06,5.9200643e-06,5.8996484e-06
64.0,6.640861e-05,0.71875,0.4351285,0.0,0.02,0.655,0.315,0.01,0.0,0.00023435669,4.537825e-05,5.6189147e-05,3.2378e-05,3.5421755e-05,3.1030748e-05
3.0,3.625115e-05,0.33333334,0.39724368,0.0,0.0,0.455,0.535,0.01,0.0,0.00023435669,7.0808494e-07,1.4852969e-06,1.3561457e-06,1.3710061e-06,1.3790166e-06
585.0,0.00028544446,0.52760214,0.5184105,0.0,0.16,0.79,0.05,0.0,0.0,0.00023435669,0.0003392064,0.0003469763,0.00026532626,0.0003001047,0.00026881232
442.0,0.0002268432,0.47073188,0.51496863,0.0,0.115,0.835,0.05,0.0,0.0,0.00023435669,0.00019532141,0.00028183212,0.00023248098,0.00023959937,0.00022252918
258.0,0.00014187252,0.80716676,0.4638469,0.0,0.07,0.715,0.21,0.005,0.0,0.00023435669,0.00011669341,0.00016132905,0.00012401596,0.00012775646,0.00011962185
458.0,0.00026970913,0.49791214,0.49158794,0.0,0.15,0.68,0.165,0.005,0.0,0.00023435669,0.00028727372,0.00030441425,0.00029533936,0.00028591396,0.00027745406
13.0,4.4693745e-05,0.12820514,0.3798415,0.0,0.0,0.42,0.515,0.065,0.0,0.00023435669,7.1682516e-06,3.860272e-05,6.5534036e-06,1.1266421e-05,6.6781818e-06
267.0,0.00018443381,0.84244317,0.43508413,0.0,0.07,0.55,0.375,0.005,0.0,0.00023435669,0.00018945402,0.00019785363,0.00018336237,0.00018025178,0.00017490509
452.0,0.00026531133,0.49196476,0.49062678,0.005,0.135,0.69,0.165,0.005,0.0,0.00023435669,0.00028052344,0.00029803126,0.00028909527,0.00028123683,0.00027246692
466.0,0.00027563007,0.47393972,0.5046729,0.0,0.135,0.745,0.115,0.005,0.0,0.00023435669,0.00029751705,0.00032111525,0.00030085683,0.00029335968,0.00028119195
258.0,0.00017825403,0.88405275,0.4192629,0.0,0.085,0.48,0.43,0.005,0.0,0.00023435669,0.00018422358,0.00017458975,0.00017961874,0.00017291287,0.00017039987
553.0,0.0002350786,0.6981943,0.52037084,0.0,0.13,0.815,0.055,0.0,0.0,0.00023435669,0.00015273636,0.00021903435,0.0002483959,0.0002525813,0.00025638044
24.0,8.452329e-05,0.16304348,0.43103972,0.0,0.005,0.675,0.315,0.005,0.0,0.00023435669,0.0002148472,5.868402e-05,7.40678e-05,2.166583e-05,3.2181997e-05
13.0,4.030345e-05,0.85897434,0.43283278,0.0,0.005,0.67,0.325,0.0,0.0,0.00023435669,6.1230335e-06,6.969027e-06,5.577327e-06,5.86459e-06,5.8666237e-06
317.0,0.00017373676,0.614523,0.48815653,0.0,0.09,0.755,0.15,0.005,0.0,0.00023435669,0.00014051386,0.00019699853,0.0001728818,0.00017345896,0.0001641984
81.0,6.9727736e-05,0.64660496,0.46409923,0.0,0.01,0.82,0.17,0.0,0.0,0.00023435669,5.6274475e-05,3.9321425e-05,3.8245133e-05,3.7553284e-05,3.767736e-05
43.0,5.701231e-05,0.24695459,0.44895813,0.0,0.025,0.74,0.23,0.005,0.0,0.00023435669,4.487112e-05,2.6181944e-05,2.3561981e-05,2.1573436e-05,2.1609447e-05
32.0,4.7575086e-05,0.7782258,0.4497628,0.0,0.005,0.78,0.21,0.005,0.0,0.00023435669,1.2327303e-05,1.564157e-05,1.4977617e-05,1.4944954e-05,1.4896955e-05
1.0,3.571484e-05,0.0,0.33328125,0.0,0.0,0.1,0.79,0.11,0.0,0.00023435669,4.6042572e-07,2.0017646e-06,4.0470826e-07,5.791051e-07,4.4326626e-07
1.0,3.5614758e-05,0.0,0.3505341,0.0,0.0,0.195,0.765,0.04,0.0,0.00023435669,3.0357083e-07,1.0456483e-06,5.88816e-07,5.046976e-07,5.193159e-07
1.0,3.5543348e-05,0.0,0.33664772,0.0,0.0,0.165,0.69,0.145,0.0,0.00023435669,3.3195e-07,7.853575e-07,3.8900583e-07,4.0605428e-07,4.1651037e-07
312.0,0.00016472468,0.47225657,0.49124828,0.0,0.07,0.835,0.09,0.005,0.0,0.00023435669,0.0001415761,0.00018382099,0.00015799832,0.00015344238,0.00014913347
63.0,6.3515334e-05,0.6594982,0.4491945,0.0,0.015,0.73,0.25,0.005,0.0,0.00023435669,4.6094294e-05,3.6054433e-05,3.2815664e-05,3.0886258e-05,3.0138675e-05
35.0,7.926329e-05,0.6621849,0.41778475,0.0,0.005,0.59,0.395,0.01,0.0,0.00023435669,5.322905e-05,0.00012636876,3.741942e-05,7.481938e-05,2.9141856e-05
20.0,4.2200245e-05,0.8789474,0.40093985,0.0,0.005,0.505,0.465,0.025,0.0,0.00023435669,4.7709173e-06,9.959534e-06,8.112464e-06,8.410588e-06,8.589049e-06
8.0,3.845525e-05,0.35714287,0.36858475,0.005,0.005,0.325,0.58,0.085,0.0,0.00023435669,3.6295767e-06,4.6870236e-06,3.7709542e-06,4.0435816e-06,3.7557584e-06
116.0,8.760496e-05,0.54272866,0.4474043,0.0,0.035,0.705,0.255,0.005,0.0,0.00023435669,7.29171e-05,7.85845e-05,6.2767e-05,5.8221987e-05,5.6330107e-05
536.0,0.0002159937,0.8053773,0.48455247,0.0,0.125,0.685,0.19,0.0,0.0,0.00023435669,0.00014585593,0.00019618293,0.00020357869,0.00021800476,0.00022603481
44.0,5.2104744e-05,0.77272725,0.45806935,0.0,0.01,0.79,0.195,0.005,0.0,0.00023435669,1.6386517e-05,2.1917565e-05,2.0143194e-05,2.0272493e-05,2.0291096e-05
124.0,9.113724e-05,0.5510097,0.44749817,0.0,0.035,0.695,0.265,0.005,0.0,0.00023435669,7.867744e-05,8.19923e-05,6.703942e-05,6.235692e-05,6.0310635e-05
98.0,8.153904e-05,0.5394488,0.45460358,0.0,0.035,0.735,0.225,0.005,0.0,0.00023435669,8.804173e-05,5.424387e-05,5.3477856e-05,4.8002417e-05,4.827993e-05
759.0,0.000359118,0.6180748,0.53680634,0.0,0.17,0.8,0.03,0.0,0.0,0.00023435669,0.00047404532,0.00036419,0.00041115764,0.00035641732,0.0003736593
993.0,0.0003977576,0.471092,0.5417143,0.0,0.205,0.7,0.09,0.005,0.0,0.00023435669,0.00032417348,0.00041099792,0.00042992563,0.00044446345,0.00045021102
52.0,6.603341e-05,0.60784316,0.4428527,0.0,0.005,0.695,0.295,0.005,0.0,0.00023435669,6.742903e-05,5.1446623e-05,3.555302e-05,2.8674709e-05,2.7468732e-05
211.0,0.00011995748,0.51681334,0.47819752,0.0,0.045,0.825,0.125,0.005,0.0,0.00023435669,7.4122705e-05,0.00012741491,0.00010150233,0.00010443313,0.0001000096
500.0,0.0002133524,0.80752707,0.5171536,0.0,0.08,0.865,0.055,0.0,0.0,0.00023435669,0.00012948852,0.0002031521,0.00021495881,0.00022504991,0.0002273703
101.0,8.132186e-05,0.49841583,0.4463277,0.0,0.015,0.72,0.26,0.005,0.0,0.00023435669,7.589679e-05,6.0906023e-05,5.5306115e-05,4.9525937e-05,4.8459096e-05
42.0,5.4847056e-05,0.7653891,0.43650874,0.0,0.005,0.675,0.31,0.01,0.0,0.00023435669,3.287472e-05,2.7441964e-05,2.2541166e-05,2.094995e-05,2.0325773e-05
279.0,0.00014347422,0.5115907,0.46786577,0.0,0.075,0.73,0.195,0.0,0.0,0.00023435669,0.0001058956,0.00014361709,0.00012992352,0.0001294318,0.00012877524
164.0,0.00011253445,0.48937604,0.48219734,0.0,0.025,0.865,0.11,0.0,0.0,0.00023435669,0.00013261088,0.00010536941,9.0796195e-05,8.035467e-05,8.031075e-05
76.0,6.8910784e-05,0.5396491,0.4648578,0.0,0.015,0.82,0.16,0.005,0.0,0.00023435669,5.2343596e-05,4.3822645e-05,3.9677983e-05,3.649425e-05,3.6339283e-05
355.0,0.00019056341,0.43579215,0.4961619,0.0,0.08,0.825,0.09,0.005,0.0,0.00023435669,0.00023156483,0.00019852564,0.00018083597,0.00017375567,0.00017017155
1418.0,0.0005570562,0.36547744,0.5880083,0.0,0.335,0.63,0.035,0.0,0.0,0.00023435669,0.00048957457,0.0005999724,0.00061714166,0.0006340848,0.000640028
755.0,0.00031945674,0.49344248,0.5229223,0.0,0.175,0.73,0.095,0.0,0.0,0.00023435669,0.00030649343,0.00032087194,0.00033201935,0.0003368871,0.00034184233
928.0,0.00038417193,0.46623564,0.5400684,0.0,0.225,0.715,0.06,0.0,0.0,0.00023435669,0.00040254823,0.0003888558,0.00039030187,0.00041099155,0.0004117567
4.0,5.0146922e-05,0.16666667,0.3561827,0.0,0.0,0.225,0.725,0.045,0.005,0.00023435669,1.8784978e-06,8.473836e-05,2.6118307e-06,3.268182e-05,2.5620648e-06
722.0,0.00034327287,0.3370242,0.5229223,0.005,0.19,0.725,0.08,0.0,0.0,0.00023435669,0.00038974508,0.0003781,0.00037842855,0.0003630696,0.00035762365
1120.0,0.0004296331,0.45386186,0.5509492,0.0,0.23,0.675,0.095,0.0,0.0,0.00023435669,0.00033965238,0.0004236562,0.00046313737,0.00048068754,0.0004945977
1831.0,0.00073083275,0.34320462,0.6106499,0.0,0.41,0.51,0.08,0.0,0.0,0.00023435669,0.00085901585,0.0007481248,0.0007855899,0.00080374785,0.0008173915
781.0,0.0003361782,0.38169342,0.52414304,0.0,0.185,0.725,0.09,0.0,0.0,0.00023435669,0.00035392502,0.0003343626,0.0003558198,0.00035225158,0.00035741928
748.0,0.00030516973,0.5727867,0.5361991,0.0,0.135,0.83,0.035,0.0,0.0,0.00023435669,0.00022102178,0.0003033355,0.00032461816,0.000335792,0.00034020303
1228.0,0.00048386786,0.3973344,0.573079,0.0,0.275,0.685,0.04,0.0,0.0,0.00023435669,0.00042638925,0.0005008334,0.0005323923,0.0005417265,0.0005515669
938.0,0.0003937148,0.4029373,0.5323184,0.0,0.21,0.68,0.11,0.0,0.0,0.00023435669,0.00045131263,0.0003767931,0.0004115739,0.00041342634,0.00042226844
963.0,0.0004281196,0.36130163,0.5548186,0.0,0.205,0.765,0.03,0.0,0.0,0.00023435669,0.00039203968,0.00054168754,0.0004636973,0.00049092236,0.00045978473
513.0,0.00020620032,0.85002434,0.4765948,0.0,0.15,0.635,0.215,0.0,0.0,0.00023435669,0.00013664058,0.0001748602,0.00019447462,0.0002069768,0.00021603012
650.0,0.00028090415,0.6248856,0.51571566,0.0,0.14,0.755,0.105,0.0,0.0,0.00023435669,0.00029267315,0.00025645326,0.00028327416,0.00028658344,0.000294262
1322.0,0.0005521158,0.3645865,0.5642857,0.0,0.3,0.605,0.095,0.0,0.0,0.00023435669,0.00067119946,0.0005736461,0.0005943288,0.00059016346,0.0005978223
1765.0,0.0007061,0.35023287,0.6226828,0.0,0.385,0.6,0.015,0.0,0.0,0.00023435669,0.0008328574,0.0007137494,0.0007617447,0.00077339157,0.0007901911
1.0,3.5589423e-05,0.0,0.34417105,0.0,0.0,0.135,0.785,0.08,0.0,0.00023435669,3.268573e-07,1.0243772e-06,4.385701e-07,4.670759e-07,4.595969e-07
1033.0,0.00043304672,0.37893507,0.5461529,0.0,0.26,0.655,0.085,0.0,0.0,0.00023435669,0.0004921968,0.0004315773,0.00046054536,0.0004603507,0.0004686727
1036.0,0.00042369415,0.4300916,0.5589623,0.0,0.22,0.745,0.035,0.0,0.0,0.00023435669,0.00036319625,0.00045313378,0.00047028935,0.00047572964,0.00047785655
746.0,0.00033065677,0.41593465,0.5234356,0.0,0.155,0.75,0.095,0.0,0.0,0.00023435669,0.00033399224,0.0003520365,0.0003607064,0.00034979745,0.0003506623
729.0,0.0003063474,0.68329716,0.5386364,0.0,0.13,0.845,0.025,0.0,0.0,0.00023435669,0.00023633898,0.0003315829,0.0003185185,0.000334916,0.00033342288
880.0,0.00039642848,0.37904644,0.5366713,0.005,0.24,0.675,0.08,0.0,0.0,0.00023435669,0.00045792785,0.0004490745,0.00042399266,0.00041955226,0.00041490444
503.0,0.0002138608,0.8205429,0.5187257,0.0,0.095,0.855,0.05,0.0,0.0,0.00023435669,0.00013127131,0.00019910827,0.00021548694,0.00022598065,0.00022853652
575.0,0.00025889374,0.40779883,0.5119405,0.0,0.12,0.785,0.095,0.0,0.0,0.00023435669,0.00024125139,0.0002665448,0.0002727344,0.00026539672,0.00026742535
1104.0,0.0004283506,0.4700389,0.52183485,0.0,0.23,0.595,0.175,0.0,0.0,0.00023435669,0.00038928207,0.00041777053,0.00045093914,0.00046785336,0.00048125518
792.0,0.00034796857,0.39116514,0.5264067,0.0,0.18,0.73,0.09,0.0,0.0,0.00023435669,0.000360199,0.0003731687,0.00037087715,0.00037082686,0.00036868808
576.0,0.000259629,0.4440157,0.50894773,0.0,0.17,0.72,0.11,0.0,0.0,0.00023435669,0.00025330015,0.0002497947,0.0002770282,0.0002663836,0.00027013678
129.0,9.300111e-05,0.5789729,0.4754263,0.0,0.035,0.835,0.13,0.0,0.0,0.00023435669,7.180963e-05,9.261517e-05,6.6340894e-05,6.903898e-05,6.134592e-05
1714.0,0.00065976946,0.3785296,0.6151406,0.0,0.37,0.605,0.025,0.0,0.0,0.00023435669,0.00061892736,0.00068474596,0.00072653405,0.0007496229,0.0007638954
614.0,0.00027613426,0.44501597,0.5169029,0.0,0.17,0.74,0.09,0.0,0.0,0.00023435669,0.00024057891,0.00030221717,0.0002978984,0.00029170184,0.00029029022
